rowid,profId,univId,profDept,Class,Easiness,Helpfulness,Clarity,RaterInterest
12110,734443,825,English,"blk lit",4,3,4,4
12111,734443,825,English,"Lit Theory",2,5,5,4
12112,734443,825,English,"Lit & Psych",4,5,5,5
12113,734443,825,English,"lit. of psych.",4,5,5,4
12114,734443,825,English,"prncpls lit 220",3,5,5,4
12115,734443,825,English,"Lit psych",3,5,5,4
12116,734443,825,English,"Sem Lit Theory",5,5,5,1
12117,116531,825,History,Witch253,4,2,2,4
12118,116531,825,History,EnliSemi,5,3,4,5
12119,116531,825,History,WitchCraf,4,4,3,3
12120,116531,825,History,WTCHC253,5,1,3,4
12121,116531,825,History,WITCH000,5,5,4,4
12122,116531,825,History,Witch253,5,4,4,5
12123,116531,825,History,Witchcraf,4,4,5,5
12124,116531,825,History,WitchCraf,3,4,4,5
12125,116531,825,History,jhst373,5,4,4,4
12126,116531,825,History,WitchCraf,1,1,1,4
12127,116531,825,History,Witchcraf,1,1,2,3
12128,116531,825,History,WITCHCRAF,1,2,2,5
12129,116531,825,History,WITCH253,1,2,3,5
12130,116531,825,History,HistJWMN,2,2,2,5
12131,116531,825,History,witch253,4,5,5,5
12132,116531,825,History,HISTJWMN,3,1,1,4
12133,116531,825,History,WitchMag,3,5,5,4
12134,116531,825,History,witch253,5,5,5,5
12135,116531,825,History,Witch253,3,4,5,3
12136,116531,825,History,women350,5,5,5,3
12137,116531,825,History,Women350,4,5,5,4
12138,116531,825,History,WS350,3,5,5,5
12139,116531,825,History,witch253,3,5,4,3
12140,116531,825,History,Women350,5,5,5,5
12141,116531,825,History,women350,4,4,3,5
12142,116531,825,History,"Jewish Women",4,4,3,4
12143,116531,825,History,"jewish women",5,4,4,4
12144,116531,825,History,witchcraft,4,5,5,5
12145,116531,825,History,witchcraft,5,3,3,4
12146,116531,825,History,witchcraft,1,1,1,5
12147,116531,825,History,Witchcraft,4,3,3,5
12148,116531,825,History,witchcraft,5,3,3,5
12149,116531,825,History,Witchcraft-&Mag.,3,3,3,3
12150,116531,825,History,Witchcraft,1,2,3,3
12151,116531,825,History,Witchcraft,3,2,3,5
12152,116531,825,History,witchcraft,4,5,5,5
12153,116531,825,History,Witchcraft,4,5,5,4
12154,116531,825,History,Witchcraft,4,5,5,4
12155,116531,825,History,Witchcraft,4,4,4,4
12156,36465,825,Theology,DTHAFT,3,5,5,4
12157,36465,825,Theology,DEATH112,4,2,2,4
12158,36465,825,Theology,ESTER211,4,5,5,2
12159,36465,825,Theology,RELEW02,4,5,5,4
12160,36465,825,Theology,EwR211,4,5,5,4
12161,36465,825,Theology,etrel100,4,4,4,3
12162,36465,825,Theology,Rel211,5,5,5,3
12163,36465,825,Theology,relig211,4,5,4,4
12164,36465,825,Theology,RELIG211,4,5,5,3
12165,36465,825,Theology,rew101,4,3,5,5
12166,36465,825,Theology,Relig211,5,4,4,3
12167,36465,825,Theology,RelEs211,2,2,2,4
12168,36465,825,Theology,eastr211,5,5,5,5
12169,36465,825,Theology,RlgnsEast,4,2,5,4
12170,36465,825,Theology,rel211,2,1,2,4
12171,36465,825,Theology,rel211,5,5,5,5
12172,36465,825,Theology,RELI211,4,4,5,5
12173,36465,825,Theology,EastRel,4,4,4,3
12174,36465,825,Theology,REW01,2,2,3,3
12175,36465,825,Theology,Rel211,5,5,5,2
12176,36465,825,Theology,RN322,5,4,4,3
12177,36465,825,Theology,EastRel,2,2,2,1
12178,36465,825,Theology,EASTREL,5,4,5,3
12179,36465,825,Theology,REW01,3,3,4,3
12180,36465,825,Theology,Relgn211,5,5,5,5
12181,36465,825,Theology,Relig211,5,4,4,5
12182,36465,825,Theology,relgn211,4,5,5,5
12183,36465,825,Theology,"204, 211, 322",5,5,5,5
12184,36465,825,Theology,Religion-E-ast,3,5,5,5
12185,36465,825,Theology,Hinduism&H-Scrip,2,5,5,4
12186,36465,825,Theology,"Religion 211",4,5,4,3
12187,36465,825,Theology,"East W Rel",1,1,1,5
12188,36465,825,Theology,Religion,4,3,5,4
12189,36465,825,Theology,"Eastern World",2,1,3,4
12190,36465,825,Theology,"hindu scripture",3,3,5,5
12191,36465,825,Theology,"Intro East Rel.",4,4,4,4
12192,36465,825,Theology,"Hindu Scripture",1,1,1,5
12193,198067,825,Theology,"Islamic Scripts",3,5,5,4
12194,198067,825,Theology,PROPH2,1,2,2,1
12195,198067,825,Theology,IslamScri,4,5,5,5
12196,198067,825,Theology,WEST212,5,5,4,2
12197,198067,825,Theology,Rel840,3,5,5,4
12198,198067,825,Theology,PrMuh325,3,4,3,5
12199,198067,825,Theology,westR212,3,4,4,4
12200,198067,825,Theology,prof325,4,4,5,5
12201,198067,825,Theology,REL212,3,5,4,4
12202,198067,825,Theology,RELWE212,3,5,5,5
12203,198067,825,Theology,relig325,4,5,5,5
12204,198067,825,Theology,RWWPM1,4,4,4,4
12205,198067,825,Theology,RELIGWEST,4,5,4,4
12206,198067,825,Theology,rel212,4,5,5,5
12207,198067,825,Theology,islamscrp,2,5,5,5
12208,198067,825,Theology,RELIG212,4,4,5,3
12209,198067,825,Theology,IslmcScrp,2,1,3,5
12210,198067,825,Theology,ReligWest,5,5,5,5
12211,198067,825,Theology,IslamScri,3,2,3,1
12212,198067,825,Theology,Islm203,3,4,5,5
12213,198067,825,Theology,"Religion of the",4,4,4,4
12214,198067,825,Theology,Prophet,4,5,5,5
12215,198067,825,Theology,Rlgn212,4,5,5,4
12216,198067,825,Theology,RWWPM,4,4,4,4
12217,198067,825,Theology,RelWst,5,4,4,3
12218,198067,825,Theology,IslmicScr,4,5,5,4
12219,198067,825,Theology,West212,5,5,5,3
12220,198067,825,Theology,Relig212,3,2,2,4
12221,198067,825,Theology,"Islam Scripture",5,5,5,5
12222,198067,825,Theology,IslamicScr-iptur,5,5,5,5
12223,198067,825,Theology,"rel West wrld",4,5,5,4
12224,198067,825,Theology,Islam,4,5,5,5
12225,198067,825,Theology,"Rlgns Wstrn Wld",4,5,5,5
12226,198067,825,Theology,"Prophet Muhamma",4,5,5,5
12227,198067,825,Theology,"west world rel",3,4,4,4
12228,198067,825,Theology,"rel westrn wrld",4,5,5,4
12229,198067,825,Theology,IslamicScr-iptur,5,5,5,5
12230,198067,825,Theology,"pm islscrp isl",5,4,5,5
12231,198067,825,Theology,IslamScrip,5,5,5,5
12232,693090,825,Communication,DMM305,3,2,2,4
12233,693090,825,Communication,dmm305,1,3,2,2
12234,693090,825,Communication,dmm305,1,1,1,4
12235,693090,825,Communication,JOURN350,3,4,3,1
12236,693090,825,Communication,DMM350,3,5,4,1
12237,693090,825,Communication,DMM350,4,3,3,2
12238,693090,825,Communication,IntroMdia,3,1,2,3
12239,693090,825,Communication,DMM14,2,2,2,4
12240,693090,825,Communication,DMM350,4,4,2,4
12241,693090,825,Communication,mass206,1,1,1,4
12242,693090,825,Communication,Journ101,3,2,2,3
12243,693090,825,Communication,DMM350,5,2,3,4
12244,693090,825,Communication,DMM06,5,2,3,3
12245,693090,825,Communication,JOUR350,4,3,4,2
12246,693090,825,Communication,INTRO102,4,4,3,3
12247,693090,825,Communication,Jour350,3,1,2,4
12248,693090,825,Communication,MEDIASECT,2,1,1,4
12249,693090,825,Communication,MediaSECT,4,2,2,1
12250,693090,825,Communication,COM102,4,2,1,2
12251,693090,825,Communication,MEDIA,1,1,1,3
12252,693090,825,Communication,JOURN102,4,4,3,4
12253,693090,825,Communication,MEDIA102,3,3,5,3
12254,693090,825,Communication,Media102,3,1,1,2
12255,693090,825,Communication,media101,2,1,1,1
12256,693090,825,Communication,Media102,5,5,3,5
12257,693090,825,Communication,media102,3,1,1,5
12258,693090,825,Communication,mediaintr,4,4,4,3
12259,693090,825,Communication,Media102,5,3,3,5
12260,693090,825,Communication,massmedi,2,1,1,3
12261,693090,825,Communication,Media102,3,5,5,5
12262,693090,825,Communication,"Media Systems",5,5,3,3
12263,693090,825,Communication,"Comm 102",4,3,2,5
12264,693090,825,Communication,"Comm 102",5,4,3,5
12265,693090,825,Communication,"Comm. 102",3,2,2,4
12266,693090,825,Communication,"comm 102",4,4,4,4
12267,693090,825,Communication,"Comm 102 Media",5,4,4,5
12268,693090,825,Communication,"Media Systems",4,3,3,5
12269,693090,825,Communication,"comm 102 (media",3,1,2,5
12270,693090,825,Communication,"Intro To media",3,1,1,4
12271,693090,825,Communication,IntroMedia-Syste,2,1,2,1
12272,177118,825,Sociology,Race306,4,5,4,4
12273,177118,825,Sociology,Soc306,5,5,4,3
12274,177118,825,Sociology,CRIM222,5,5,5,5
12275,177118,825,Sociology,SOC306,3,5,5,3
12276,177118,825,Sociology,"race relations",4,5,4,3
12277,177118,825,Sociology,soc306,4,5,5,4
12278,177118,825,Sociology,SOC306,4,5,5,4
12279,177118,825,Sociology,Crim222,4,4,4,4
12280,177118,825,Sociology,CRIM222,3,5,5,4
12281,177118,825,Sociology,Crim222,5,5,5,5
12282,177118,825,Sociology,socCrim,5,5,5,5
12283,177118,825,Sociology,Crim222,2,5,5,5
12284,177118,825,Sociology,Soc222,4,5,5,5
12285,177118,825,Sociology,Soc222,3,5,5,4
12286,177118,825,Sociology,socio306,5,5,5,5
12287,177118,825,Sociology,soc222,3,5,5,5
12288,177118,825,Sociology,Race306,3,4,4,4
12289,177118,825,Sociology,SOCCrim,5,5,4,5
12290,177118,825,Sociology,"Race Relations",3,5,5,3
12291,177118,825,Sociology,"took two",5,5,5,5
12292,177118,825,Sociology,Criminology,4,5,5,4
12293,177118,825,Sociology,Criminology,4,5,5,5
12294,177118,825,Sociology,Criminology,5,5,5,5
12295,177118,825,Sociology,"Race Relations",3,5,5,3
12296,177118,825,Sociology,"Crim. 920:222",4,5,5,3
12297,177118,825,Sociology,"soc probs 103",3,5,5,3
12298,177118,825,Sociology,108,4,5,3,3
12299,177118,825,Sociology,Minorities,1,2,1,5
12300,177118,825,Sociology,Minoritites,3,5,5,5
12301,177118,825,Sociology,crijus200,4,5,5,5
12302,177118,825,Sociology,Criminology,3,5,4,4
12303,177118,825,Sociology,Criminology,4,5,5,5
12304,177118,825,Sociology,Minorities,3,5,5,5
12305,177118,825,Sociology,Criminology,5,5,5,5
12306,177118,825,Sociology,"Race Relations",2,5,4,3
12307,13820,825,Psychology,PSYCH421,5,5,5,1
12308,13820,825,Psychology,psych321,5,4,4,3
12309,13820,825,Psychology,psych361,4,5,5,5
12310,13820,825,Psychology,GENDERPSY,5,5,5,4
12311,13820,825,Psychology,SocPsyc,5,5,5,3
12312,13820,825,Psychology,sociapsyc,3,2,3,1
12313,13820,825,Psychology,PSYCH321,3,2,2,2
12314,13820,825,Psychology,Pysch321,4,5,5,5
12315,13820,825,Psychology,socpsy,3,4,4,4
12316,13820,825,Psychology,PSYCH321,1,1,2,4
12317,13820,825,Psychology,Socia321,2,2,1,5
12318,13820,825,Psychology,socpsy,1,1,1,5
12319,13820,825,Psychology,socpsyc,3,2,1,5
12320,13820,825,Psychology,socpsyc,3,4,4,5
12321,13820,825,Psychology,sociapsy,5,5,5,5
12322,13820,825,Psychology,psycrese,5,5,5,5
12323,13820,825,Psychology,soc321,5,5,5,5
12324,13820,825,Psychology,psych321,4,5,4,5
12325,13820,825,Psychology,psych321,5,5,5,5
12326,13820,825,Psychology,socpsyc,4,4,4,4
12327,13820,825,Psychology,sociapych,4,4,3,4
12328,13820,825,Psychology,socia200,2,2,1,2
12329,13820,825,Psychology,"Social Psych",3,2,2,4
12330,13820,825,Psychology,"Social Psych",5,5,5,3
12331,13820,825,Psychology,"Social Psych",4,5,5,5
12332,13820,825,Psychology,social,3,1,2,4
12333,13820,825,Psychology,"Social Psych",4,5,5,5
12334,13820,825,Psychology,"Social Psych",4,4,5,1
12335,13820,825,Psychology,Rsearch,4,5,5,4
12336,13820,825,Psychology,"Soc Psyc",4,5,5,4
12337,13820,825,Psychology,"Social Psych",5,5,5,5
12338,13820,825,Psychology,social,5,5,5,5
12339,13820,825,Psychology,research,3,5,4,4
12340,13820,825,Psychology,"psy 321",4,5,5,5
12341,252464,825,English,EADII-156,4,3,3,3
12342,252464,825,English,EAD2,1,1,1,1
12343,252464,825,English,eng101,3,5,5,5
12344,252464,825,English,ENGL201,4,5,3,3
12345,252464,825,English,ENg02,5,5,5,2
12346,252464,825,English,EAD2,5,3,5,5
12347,252464,825,English,exposbasi,4,5,5,5
12348,252464,825,English,EXPOS201,4,5,5,4
12349,252464,825,English,EAD02,3,5,5,5
12350,252464,825,English,Expos201,3,4,4,1
12351,252464,825,English,Expos201,5,5,5,4
12352,252464,825,English,EXPOS101,4,4,5,5
12353,252464,825,English,ENG101,4,5,5,4
12354,252464,825,English,expos101,5,5,4,1
12355,252464,825,English,eng356,5,5,4,1
12356,252464,825,English,ENGL201,5,5,3,3
12357,252464,825,English,EngWr201,5,1,1,4
12358,252464,825,English,ENG098,5,5,4,1
12359,252464,825,English,comp098,5,5,5,1
12360,252464,825,English,ENGL201,3,5,5,3
12361,252464,825,English,comp098,5,5,5,3
12362,252464,825,English,ENG201,4,5,5,4
12363,252464,825,English,EADII02,3,5,5,5
12364,252464,825,English,EADii07,5,5,5,5
12365,252464,825,English,EAD2,3,5,5,3
12366,252464,825,English,Eng255,3,5,5,5
12367,252464,825,English,"ead 2",3,5,5,5
12368,252464,825,English,"EAD II",5,5,5,5
12369,252464,825,English,"EAD II",3,5,5,5
12370,252464,825,English,EAD,4,5,5,5
12371,252464,825,English,"basic comp",5,5,5,1
12372,252464,825,English,"EAD II",3,4,4,3
12373,252464,825,English,"EAD I and II",5,5,5,5
12374,252464,825,English,"expos. II",5,2,2,3
12375,252464,825,English,301,3,5,5,3
12376,252464,825,English,"EAD II",5,5,3,1
12377,191562,825,Economics,Fina390,2,1,1,5
12378,191562,825,Economics,Micro203,1,1,1,3
12379,191562,825,Economics,managEcon,3,2,1,5
12380,191562,825,Economics,intermicr,1,4,3,5
12381,191562,825,Economics,eco203,1,5,5,1
12382,191562,825,Economics,Intmic,1,3,2,4
12383,191562,825,Economics,"Inter Micro",2,5,5,4
12384,191562,825,Economics,"int. micro",1,4,3,3
12385,191562,825,Economics,"Econ 203",2,4,3,3
12386,191562,825,Economics,"Micro 203",2,5,5,2
12387,191562,825,Economics,"Econ 203",2,4,3,4
12388,191562,825,Economics,"Interm. Micro",4,5,5,4
12389,191562,825,Economics,220;203,2,3,1,4
12390,191562,825,Economics,"eco 102",4,4,4,1
12391,191562,825,Economics,"Econ 203",2,3,2,4
12392,191562,825,Economics,"Int. micro",3,4,2,2
12393,191562,825,Economics,"Econ 341",4,3,3,4
12394,191562,825,Economics,"Industrial Org",2,5,3,3
12395,191562,825,Economics,Micro,3,2,1,3
12396,191562,825,Economics,"miro econ",2,5,5,5
12397,191562,825,Economics,"Econ 203",2,3,3,3
12398,191562,825,Economics,220:203,4,4,2,4
12399,191562,825,Economics,"Iter. Med. Micr",1,1,1,5
12400,191562,825,Economics,Labor,5,5,5,2
12401,191562,825,Economics,"Industrial Org",2,1,1,3
12402,191562,825,Economics,203,4,5,5,4
12403,191562,825,Economics,"Eco 203",1,2,1,5
12404,191562,825,Economics,"203, 302",1,5,3,3
12405,12463,825,Mathematics,PreCalc,2,2,1,2
12406,12463,825,Mathematics,maff101,1,1,1,1
12407,12463,825,Mathematics,preca112,2,2,3,1
12408,12463,825,Mathematics,"Pre-Calc 115",3,1,2,2
12409,12463,825,Mathematics,math026,3,4,4,3
12410,12463,825,Mathematics,math112,3,3,5,1
12411,12463,825,Mathematics,MATH115,3,1,1,1
12412,12463,825,Mathematics,PreCa112,2,2,2,3
12413,12463,825,Mathematics,Calc135,4,1,3,4
12414,12463,825,Mathematics,math112,3,2,2,3
12415,12463,825,Mathematics,Math026,3,1,2,1
12416,12463,825,Mathematics,Precalc115,3,4,5,5
12417,12463,825,Mathematics,"Calc 135",1,1,1,3
12418,12463,825,Mathematics,"Calc 135",5,5,5,3
12419,12463,825,Mathematics,"Calc I: 135",1,1,2,4
12420,12463,825,Mathematics,"115 and 135",5,1,2,5
12421,12463,825,Mathematics,"calc 135",3,2,3,3
12422,12463,825,Mathematics,"precalc pt 2",3,3,5,1
12423,12463,825,Mathematics,"Math 115",1,1,1,1
12424,12463,825,Mathematics,"Calc 135",3,2,4,3
12425,12463,825,Mathematics,"Precalc 115",2,2,3,1
12426,12463,825,Mathematics,"pre-calc 112",3,1,2,3
12427,12463,825,Mathematics,"math 026",4,2,3,3
12428,158896,825,English,19thCent.D-rama,3,5,5,3
12429,158896,825,English,DramaLit,5,5,5,4
12430,158896,825,English,THTRdram,2,5,5,4
12431,158896,825,English,dramlit,3,3,4,2
12432,158896,825,English,ENG344,3,5,5,2
12433,158896,825,English,RestoDram,5,5,5,2
12434,158896,825,English,ENGL344,4,5,5,4
12435,158896,825,English,Engdram,3,5,5,4
12436,158896,825,English,EGNLDRAM,4,5,5,5
12437,158896,825,English,eng347,4,4,5,4
12438,158896,825,English,ENG347,3,5,5,4
12439,158896,825,English,Eng347,3,5,5,4
12440,158896,825,English,Drama240,3,4,4,2
12441,158896,825,English,ENG346,4,5,5,3
12442,158896,825,English,ENG346,5,5,5,4
12443,158896,825,English,AmerDram,5,5,5,4
12444,158896,825,English,eng347,4,4,5,3
12445,158896,825,English,ENG392,1,5,5,3
12446,158896,825,English,Drama2,4,5,5,5
12447,158896,825,English,eng346,4,5,5,5
12448,158896,825,English,modrndram,4,5,5,3
12449,158896,825,English,DramaII,4,5,5,5
12450,158896,825,English,"Mod Drana",4,5,4,4
12451,158896,825,English,"Dramatic Lit.",4,5,5,4
12452,158896,825,English,"dramatic lit",3,4,5,4
12453,158896,825,English,"20th Cent Drama",5,5,5,3
12454,158896,825,English,"19th century",4,4,4,4
12455,158896,825,English,"19th C Lit",3,5,4,3
12456,158896,825,English,"20 ct. drama I",3,5,4,4
12457,158896,825,English,genre,3,1,2,5
12458,158896,825,English,"19th cent lit",2,5,5,3
12459,158896,825,English,350:202,3,4,4,3
12460,158896,825,English,"19th Cent Drama",4,5,5,5
12461,158896,825,English,"20th cent drama",3,2,5,5
12462,561199,825,Philosophy,LogicReaso-ningP,5,5,3,2
12463,561199,825,Philosophy,phil.scien-ce425,5,4,4,3
12464,561199,825,Philosophy,PHI101,5,5,5,3
12465,561199,825,Philosophy,Philo480,4,5,5,4
12466,561199,825,Philosophy,PHIL101,2,5,1,1
12467,561199,825,Philosophy,LRP,5,5,2,3
12468,561199,825,Philosophy,LOGIC1,5,5,5,5
12469,561199,825,Philosophy,PHIL101,5,5,5,3
12470,561199,825,Philosophy,Phil101,5,5,5,5
12471,561199,825,Philosophy,phil101,5,5,5,5
12472,561199,825,Philosophy,log101,2,4,2,2
12473,561199,825,Philosophy,LRP101,5,5,4,1
12474,561199,825,Philosophy,phSci426,5,5,4,4
12475,561199,825,Philosophy,IssCtmp,5,5,2,3
12476,561199,825,Philosophy,CtmpIss,3,4,3,4
12477,561199,825,Philosophy,PhSci425,3,2,2,4
12478,561199,825,Philosophy,Phil101,3,5,3,4
12479,561199,825,Philosophy,Logic101,5,4,5,4
12480,561199,825,Philosophy,Philo101,5,5,4,1
12481,561199,825,Philosophy,Logic101,4,5,5,4
12482,561199,825,Philosophy,LogicReas,5,5,5,4
12483,561199,825,Philosophy,Logic101,3,5,5,3
12484,561199,825,Philosophy,Phil101,5,4,2,3
12485,561199,825,Philosophy,LogicSECT,4,4,3,5
12486,561199,825,Philosophy,Phil101,3,5,4,2
12487,561199,825,Philosophy,"Logic Reasoning",3,4,4,3
12488,561199,825,Philosophy,"Philosophy 101",2,4,5,5
12489,561199,825,Philosophy,Logic,3,5,5,5
12490,561199,825,Philosophy,"Logic Reas Pers",2,5,5,5
12491,561199,825,Philosophy,101,2,4,5,4
12492,561199,825,Philosophy,philosophy,1,5,5,5
12493,561199,825,Philosophy,"Logic Reason Pe",5,5,5,1
12494,561199,825,Philosophy,"Phil 101, 102",5,5,5,4
12495,561199,825,Philosophy,"logic reasoning",5,5,5,5
12496,561199,825,Philosophy,"logic reason",5,5,5,3
12497,561199,825,Philosophy,"logi reason",5,5,4,4
12498,561199,825,Philosophy,"Logic & Reason",5,5,3,3
12499,561199,825,Philosophy,"Log, Reas, Pers",4,4,2,3
12500,561199,825,Philosophy,101,5,5,4,5
12501,561199,825,Philosophy,"phil. 101",5,5,4,5
12502,374294,825,History,"HNRS SEMINAR",5,5,5,5
12503,374294,825,History,"HIST 231",4,4,3,4
12504,374294,825,History,grrrrr,1,1,1,3
12505,374294,825,History,"Indian hell 666",1,1,1,4
12506,374294,825,History,HST231,2,3,3,4
12507,374294,825,History,SAC01,1,3,2,3
12508,374294,825,History,Hist1,3,5,4,3
12509,374294,825,History,HIST335,3,5,5,5
12510,374294,825,History,HIST508,3,5,5,4
12511,374294,825,History,HIST231,2,3,3,1
12512,374294,825,History,SACiv200,4,5,5,4
12513,374294,825,History,SEA1,2,2,2,3
12514,374294,825,History,HIST336,4,5,4,4
12515,374294,825,History,hist336,4,3,3,2
12516,374294,825,History,SACiv200,4,4,3,4
12517,374294,825,History,hist211,5,5,5,5
12518,374294,825,History,histEarl,2,2,3,2
12519,374294,825,History,SACIV,3,5,5,3
12520,374294,825,History,HistSemr,4,5,5,3
12521,374294,825,History,Hist231,1,1,1,3
12522,374294,825,History,"South Asian Civ",4,1,1,5
12523,374294,825,History,"SE Asia",2,2,1,1
12524,374294,825,History,"Indian History",1,1,1,1
12525,374294,825,History,"S Asia 600-1950",5,4,3,2
12526,374294,825,History,"S. Asian Hist",1,1,1,3
12527,374294,825,History,"SE Asia",2,2,1,2
12528,374294,825,History,"S.E. Asian Hist",2,1,2,4
12529,374294,825,History,"SE Asia",1,1,1,1
12530,374294,825,History,"Sepoy Mutiny",4,5,5,3
12531,374294,825,History,"Sepoy Mutiny",3,5,5,4
12532,374294,825,History,"South Asian Civ",1,1,1,1
12533,374294,825,History,"S.Asian Civ",2,3,4,3
12534,374294,825,History,"south asian civ",4,3,2,5
12535,374294,825,History,"Hist Studies",1,3,2,2
12536,374294,825,History,"South Asian His",5,5,5,4
12537,374294,825,History,"South asia",1,1,1,3
12538,374294,825,History,History,1,3,1,5
12539,374294,825,History,"S Asian Pol",2,5,3,5
12540,374294,825,History,"Southeast Asia",5,4,3,5
12541,374294,825,History,"Southeast Asia",1,4,3,3
12542,188505,825,Geology,Dinos206,4,5,5,4
12543,188505,825,Geology,Dinos1,3,5,5,4
12544,188505,825,Geology,Dinosours,5,5,5,5
12545,188505,825,Geology,dino206,3,5,5,4
12546,188505,825,Geology,DINOS206,3,5,5,4
12547,188505,825,Geology,DINOS206,4,3,5,3
12548,188505,825,Geology,DINOS206,3,5,5,4
12549,188505,825,Geology,DINOS206,3,5,5,4
12550,188505,825,Geology,dinos136,5,4,5,4
12551,188505,825,Geology,dinos001,3,3,3,4
12552,188505,825,Geology,Dino206,5,4,4,3
12553,188505,825,Geology,DINO206,5,4,4,1
12554,188505,825,Geology,dinos206,4,1,2,3
12555,188505,825,Geology,Paleo303,4,4,5,3
12556,188505,825,Geology,Paleo304,5,5,5,3
12557,188505,825,Geology,Dinosaur,5,5,5,2
12558,188505,825,Geology,PALEO01,5,5,5,2
12559,188505,825,Geology,DINOSAUR,3,4,5,4
12560,188505,825,Geology,Dinos206,3,2,3,4
12561,188505,825,Geology,DINOSECT,4,4,4,4
12562,188505,825,Geology,DINO101,4,4,5,5
12563,188505,825,Geology,DinosSECT,3,4,5,1
12564,188505,825,Geology,dinosaurs,4,4,4,3
12565,188505,825,Geology,Dinos,4,4,5,3
12566,188505,825,Geology,Dinosaurs,3,3,2,4
12567,188505,825,Geology,"Jurassic Park",3,4,5,5
12568,188505,825,Geology,dinoz,3,4,5,5
12569,188505,825,Geology,Dinos,2,3,2,3
12570,188505,825,Geology,dinosaurs,3,3,3,3
12571,188505,825,Geology,dinosaurs,1,2,3,4
12572,188505,825,Geology,dinosaurs,4,3,4,5
12573,188505,825,Geology,Dinosaurs,5,5,5,5
12574,188505,825,Geology,DINOSAURS,4,4,5,5
12575,188505,825,Geology,"GEO 101",4,2,4,1
12576,188505,825,Geology,Dinosaurs,5,5,5,5
12577,188505,825,Geology,Dinos,4,5,5,5
12578,418207,825,Finance,FIN390,2,1,1,3
12579,418207,825,Finance,FinMg300,1,3,3,2
12580,418207,825,Finance,FIN101,1,3,1,4
12581,418207,825,Finance,Finan05,1,3,1,4
12582,418207,825,Finance,FINC300,1,1,1,1
12583,418207,825,Finance,Fin300,2,4,2,2
12584,418207,825,Finance,FIN300,2,3,2,4
12585,418207,825,Finance,Introfin,1,1,2,1
12586,418207,825,Finance,Fin300,1,3,3,4
12587,418207,825,Finance,FINMG301,1,1,2,4
12588,418207,825,Finance,FIN300,1,2,2,3
12589,418207,825,Finance,Fin390,1,2,2,4
12590,418207,825,Finance,FIN300,1,4,3,3
12591,418207,825,Finance,FIN300,1,5,2,2
12592,418207,825,Finance,Finan300,1,3,3,3
12593,418207,825,Finance,finmg300,1,4,2,2
12594,418207,825,Finance,finmg300,1,4,2,2
12595,418207,825,Finance,Intro300,3,4,3,3
12596,418207,825,Finance,IntroFina,1,5,4,4
12597,418207,825,Finance,FinMG325,1,5,4,3
12598,418207,825,Finance,FINAN300,1,4,4,4
12599,418207,825,Finance,Fin300,3,5,4,5
12600,418207,825,Finance,FIN300,2,4,3,4
12601,418207,825,Finance,FINANMMGT,3,2,2,3
12602,418207,825,Finance,finan300,3,4,3,5
12603,418207,825,Finance,finacmana,3,1,1,3
12604,418207,825,Finance,IntroFina,1,2,3,4
12605,418207,825,Finance,fin300,2,2,2,2
12606,418207,825,Finance,finSECT,1,1,1,1
12607,418207,825,Finance,Intro301,1,1,1,1
12608,418207,825,Finance,fin301,1,1,1,5
12609,418207,825,Finance,corp,2,2,2,3
12610,418207,825,Finance,"intro and corp",5,5,5,5
12611,418207,825,Finance,"Intro Finance",3,5,2,5
12612,418207,825,Finance,finance,1,1,1,3
12613,418207,825,Finance,Finance,1,5,5,5
12614,418207,825,Finance,"Corp Finance",2,5,4,5
12615,418207,825,Finance,"Corporate Finan",1,1,1,4
12616,418207,825,Finance,"Intro to Financ",1,2,1,3
12617,418207,825,Finance,"corp fin",1,1,1,4
12618,306795,825,"Political Science",EADII08,2,3,4,3
12619,306795,825,"Political Science",RERE,2,5,3,1
12620,306795,825,"Political Science",Eglsh201,1,2,3,3
12621,306795,825,"Political Science",polscSECT,3,3,3,4
12622,306795,825,"Political Science",POSCI345,4,3,3,4
12623,306795,825,"Political Science",PoliS201,3,5,4,4
12624,306795,825,"Political Science",Poli205,4,3,4,5
12625,306795,825,"Political Science",Pol201,4,5,5,4
12626,306795,825,"Political Science",POL302,1,2,2,5
12627,306795,825,"Political Science",USMMSECT,1,3,2,4
12628,306795,825,"Political Science",POLI302,3,4,2,3
12629,306795,825,"Political Science",MediaDmcr,3,5,5,4
12630,306795,825,"Political Science",PartyPol,3,4,4,4
12631,306795,825,"Political Science",PSCI302,4,5,5,3
12632,306795,825,"Political Science",GOv201,2,3,3,2
12633,306795,825,"Political Science",agov201,3,1,2,4
12634,306795,825,"Political Science",AmGov,3,3,2,1
12635,306795,825,"Political Science",gov2,2,3,2,3
12636,306795,825,"Political Science","american govt",1,1,1,1
12637,306795,825,"Political Science","american govt",3,4,4,5
12638,306795,825,"Political Science","american govt",3,1,1,3
12639,306795,825,"Political Science","Am. Gov.",4,4,4,4
12640,306795,825,"Political Science","Basic Comp 100",3,2,1,1
12641,306795,825,"Political Science","Basic Comp 100",3,1,1,1
12642,306795,825,"Political Science","American Govt.",3,3,1,5
12643,306795,825,"Political Science","Poli Sci 300",4,2,2,3
12644,306795,825,"Political Science","Eng 100",3,1,1,1
12645,306795,825,"Political Science","ENG 100",4,1,1,1
12646,306795,825,"Political Science","EXPOS 101",1,1,1,3
